256,11,524,608,515,519
256,11,529,573,580,519
253,11,521,583,571,519
257,11,521,578,544,519
258,11,525,566,536,519
257,11,538,589,544,520
258,11,521,566,520,520
253,11,530,590,524,519
253,12,526,570,573,520
257,11,521,620,585,518
257,11,524,574,530,516
256,11,526,631,597,517
256,11,521,592,527,516
252,11,534,630,556,517
253,10,526,591,524,515
251,11,534,631,540,517
255,12,519,574,524,515
250,11,534,583,535,516
254,11,529,591,526,516
251,11,529,601,557,516
252,11,529,578,582,516
249,11,535,584,556,517
249,11,529,573,525,517
248,11,534,587,593,517
245,11,538,624,562,519
250,12,526,587,593,516
249,11,529,619,525,516
244,11,547,667,636,518
253,11,530,576,582,515
252,11,526,601,595,516
244,11,548,604,560,518
253,12,532,590,597,515
253,11,529,575,581,515
248,11,532,592,560,519
257,11,532,580,586,514
252,11,525,600,534,516
256,12,522,622,533,515
252,11,534,631,541,515
253,11,524,578,581,516
259,11,535,590,557,515
258,11,529,591,531,517
256,12,529,587,535,516
260,11,532,580,534,516
255,12,529,601,535,517
254,11,529,577,581,516
252,11,532,604,539,516
252,11,525,621,531,516
253,11,525,629,556,515
253,10,532,626,533,516
253,11,529,629,557,516
253,11,530,580,532,516
255,12,530,602,537,514
253,11,521,593,585,516
253,11,526,601,536,515
252,11,526,584,557,515
253,11,527,631,559,516
253,11,531,594,550,516
256,10,540,642,610,513
252,12,522,577,585,517
254,12,530,583,592,515
251,12,534,583,592,516
248,11,534,648,550,516
253,11,529,581,550,516
253,11,528,589,541,515
251,11,532,578,551,515
254,12,535,587,536,515
252,11,529,582,554,515
252,11,536,586,542,515
250,11,531,594,588,516
239,11,538,587,599,524
252,12,532,582,588,516
250,11,534,599,538,515
249,11,523,595,589,516
252,11,528,629,540,514
253,11,532,625,593,515
255,12,534,599,539,514
250,11,552,664,567,518
259,10,534,583,539,514
255,11,527,580,551,516
251,11,547,619,630,516
253,11,551,615,563,518
256,11,544,634,591,517
254,11,542,662,565,518
256,11,544,668,568,516
253,11,551,617,564,518
253,11,554,667,572,517
252,11,552,616,563,518
254,11,544,667,567,517
245,11,558,624,597,520
257,11,549,669,635,515
252,11,543,631,567,517
254,11,554,616,570,516
256,11,543,613,566,517
258,11,554,666,570,516
255,11,544,632,568,518
258,11,548,633,563,517
254,11,543,617,583,518
256,11,554,620,585,516
253,12,553,631,583,517
264,11,526,583,530,514
258,11,526,582,529,515
260,11,524,583,532,514
253,11,529,626,527,516
259,11,535,600,590,513
254,11,524,580,548,516
260,11,525,627,550,514
259,11,537,586,591,515
263,11,529,625,532,514
261,11,533,584,548,515
265,11,536,600,538,513
262,11,534,584,585,515
264,11,533,625,588,513
262,11,536,586,593,515
264,11,533,583,584,515
261,11,525,585,531,516
265,11,536,585,538,513
257,11,539,598,546,518
265,11,534,579,547,513
259,11,530,588,542,515
260,11,532,593,584,514
256,11,534,582,551,516
258,11,537,585,535,514
253,11,526,599,554,516
259,11,533,594,585,513
255,11,539,637,562,516
260,11,528,578,531,514
254,11,538,604,542,516
256,11,527,588,592,514
255,11,536,587,591,516
258,11,523,577,583,514
255,11,538,597,607,515
260,11,529,622,528,514
257,11,535,600,538,516
259,11,535,587,552,513
255,11,530,631,555,515
260,12,523,578,531,513
256,11,530,594,546,515
261,11,527,592,532,513
257,11,527,587,538,515
258,11,536,589,556,514
256,11,532,631,541,515
259,11,532,622,587,514
242,11,540,589,539,523
256,11,539,606,562,515
258,10,528,603,540,515
260,12,526,579,582,514
250,11,546,636,568,517
259,11,530,593,584,514
255,11,528,631,536,514
253,11,541,612,564,516
254,11,531,608,601,517
258,11,523,622,585,514
250,11,545,621,567,517
258,11,527,578,544,514
255,11,536,587,590,515
260,11,531,620,525,514
256,11,536,631,556,515
259,11,531,575,529,514
257,11,528,633,598,514
260,11,522,576,581,514
258,11,531,601,534,514
259,11,531,580,582,514
253,11,528,586,539,515
259,11,527,621,527,513
258,11,537,602,536,514
261,12,531,620,526,514
257,11,536,584,535,514
252,11,541,612,581,516
258,12,537,632,541,514
259,12,530,620,525,514
256,11,537,603,557,514
262,11,526,583,552,511
259,11,532,586,539,514
252,11,550,657,558,516
259,11,533,587,541,514
259,11,531,575,525,514
257,11,529,635,560,515
260,11,522,575,545,514
258,11,536,602,594,515
251,11,550,613,581,518
260,11,530,593,596,513
254,11,528,575,580,514
243,11,545,614,630,517
259,11,525,581,548,512
254,11,528,585,534,514
248,11,549,606,579,517
256,11,535,594,540,513
254,11,523,579,545,513
241,11,554,667,564,517
249,11,545,609,620,516
248,11,550,669,567,516
252,11,543,611,564,516
251,12,546,617,566,515
254,10,551,613,580,516
252,11,550,621,564,516
251,10,552,614,580,516
249,11,556,618,588,515
251,11,552,663,559,516
246,11,566,687,586,517
252,11,551,613,617,515
254,11,549,673,573,515
254,11,542,626,560,515
253,11,556,635,564,516
251,11,552,661,624,518
251,11,547,636,568,517
251,11,553,662,625,517
252,11,552,638,565,516
253,11,543,629,555,516
263,11,547,628,556,507
254,11,533,584,530,513
254,11,534,586,548,514
254,11,524,575,524,514
244,11,539,646,565,521
256,11,533,592,526,515
256,11,532,587,588,514
244,11,532,631,591,523
258,11,536,629,550,514
257,11,532,621,543,515
256,11,527,628,530,515
259,12,533,593,581,514
256,11,527,628,551,514
254,11,533,576,543,514
251,11,559,667,565,516
253,10,524,576,579,514
252,11,528,600,535,514
245,12,538,633,536,517
251,11,537,588,532,513
253,11,532,576,527,514
252,11,536,581,549,513
247,11,525,580,529,515
254,11,530,584,585,513
256,11,534,581,529,514
254,11,530,597,529,514
250,11,533,580,525,515
253,11,527,582,586,513
250,11,534,578,581,515
252,11,536,580,585,514
250,11,534,579,528,515
252,11,536,627,533,513
240,11,537,649,552,520
249,11,544,623,617,515
248,11,548,652,616,516
250,11,543,614,581,514
243,11,546,627,560,517
250,11,539,652,554,514
248,11,549,605,573,516
256,11,552,614,558,512
247,11,547,627,561,517
253,11,551,607,576,512
253,11,549,604,555,514
255,11,548,611,563,511
248,11,544,661,624,516
249,11,555,619,560,515
246,11,548,617,626,517
252,11,546,611,557,513
246,11,539,619,550,516
252,10,539,605,552,514
246,11,553,608,554,517
248,11,542,625,576,516
247,12,548,652,570,517
245,11,549,611,579,515
247,12,548,651,611,516
250,11,549,622,572,514
244,11,551,656,574,518
250,11,547,611,614,516
247,11,540,620,609,516
247,11,549,662,580,515
247,11,540,605,550,516
253,11,543,605,567,514
245,11,541,656,617,517
250,11,547,600,548,514
244,11,555,633,624,517
252,11,546,615,603,514
250,11,547,606,570,515
249,11,540,651,551,515
250,11,548,653,552,516
251,11,553,628,578,516
250,11,539,601,608,516
249,11,554,630,556,515
246,11,557,671,631,518
246,11,561,627,566,517
247,11,556,633,582,517
249,11,554,610,575,516
247,12,550,612,620,516
249,11,554,660,620,515
244,11,556,666,557,517
249,11,553,659,576,515
243,11,556,613,620,518
249,11,547,659,618,516
246,11,556,667,557,516
249,11,553,609,550,516
245,11,556,616,554,517
253,11,542,611,553,514
247,12,547,633,560,516
251,11,552,625,554,514
248,11,551,633,556,517
252,11,552,625,555,514
247,11,552,666,557,517
251,11,550,611,553,514
248,11,556,665,578,516
253,11,552,656,571,514
249,11,547,613,619,516
250,11,544,607,553,515
246,11,552,633,621,516
253,11,544,611,553,515
249,11,556,617,578,516
251,11,543,626,611,515
