602,10,408,540,970,554
603,9,374,563,969,554
602,10,396,553,969,554
603,9,375,553,970,554
602,10,407,540,972,554
602,9,396,562,970,553
603,10,375,553,972,554
603,9,375,554,966,553
602,10,409,555,970,553
603,10,408,554,971,554
603,10,405,554,969,554
605,10,424,594,993,556
605,10,421,571,995,556
605,9,422,571,995,556
605,10,390,572,991,555
607,10,398,609,1002,557
605,10,390,572,993,555
604,10,422,573,994,556
604,9,427,595,992,556
605,9,422,584,994,556
605,9,425,593,992,555
605,10,390,585,992,556
605,9,411,594,993,556
605,9,412,594,989,556
605,10,395,572,990,556
604,10,390,594,990,556
606,9,392,597,993,557
605,10,424,592,989,556
605,9,421,595,988,556
605,10,426,575,994,556
603,9,411,594,991,556
601,10,413,572,970,551
602,10,398,546,964,553
602,9,408,564,963,554
603,10,396,541,964,554
602,10,379,550,974,553
603,9,409,542,968,554
603,10,406,555,964,553
601,9,411,565,977,552
603,10,405,565,964,553
603,10,398,562,964,554
616,9,423,589,990,564
604,10,383,578,982,554
602,9,397,567,970,553
608,10,401,552,973,557
603,10,406,555,965,554
603,10,409,564,969,554
605,9,400,561,971,555
603,9,406,563,968,553
610,10,406,575,987,559
606,9,413,575,998,555
604,9,412,592,992,555
605,10,411,593,995,555
605,9,411,573,991,555
605,10,412,593,991,555
605,9,390,593,991,555
605,10,425,574,992,555
604,10,391,586,993,555
605,9,412,585,991,554
605,9,421,586,993,555
605,9,425,574,991,555
605,9,412,574,989,555
605,9,412,574,990,555
604,9,412,593,993,555
605,9,412,593,993,554
605,9,412,596,993,555
605,10,413,574,989,554
605,9,423,596,992,555
605,10,391,574,989,554
605,9,412,594,986,554
603,10,429,582,994,552
605,9,391,575,989,555
604,10,391,574,985,554
604,9,425,596,988,554
605,10,412,596,991,555
605,9,392,595,990,555
605,9,422,594,987,555
605,10,426,586,988,555
605,9,422,575,985,555
605,9,425,594,985,555
602,10,410,567,963,552
603,10,410,568,966,552
603,10,377,564,963,552
603,10,376,557,961,552
602,9,398,568,966,552
603,9,410,567,968,553
603,9,407,566,963,553
603,9,411,566,969,552
603,9,397,567,966,552
602,9,407,565,966,552
602,10,411,569,970,551
603,9,377,544,967,552
603,10,410,557,965,551
602,10,399,570,972,551
603,9,376,557,965,552
603,10,377,558,970,552
603,9,398,544,971,553
604,9,415,559,982,554
603,9,398,568,970,552
603,10,412,572,974,551
603,10,377,568,970,552
603,9,407,557,969,552
602,10,408,560,971,552
603,9,409,545,966,552
603,10,410,568,972,553
603,10,413,564,975,552
603,9,397,545,968,553
603,9,397,545,968,552
611,10,431,605,1004,559
603,9,377,559,972,553
603,10,377,559,971,552
607,10,403,578,980,556
603,9,408,545,966,552
603,9,378,571,969,552
601,10,383,582,979,551
603,10,407,559,969,551
603,9,410,546,969,552
603,9,415,578,975,552
603,10,407,567,972,551
602,9,407,546,972,552
613,10,382,580,978,560
603,9,398,570,968,551
603,10,408,546,971,552
610,9,409,571,974,559
606,10,415,575,975,554
603,9,410,562,974,551
602,10,410,560,971,551
603,9,399,570,968,551
603,9,377,560,970,551
603,10,410,567,971,552
602,9,407,568,972,551
603,10,408,570,972,551
603,10,377,561,972,551
603,10,410,547,968,551
603,10,377,570,971,551
603,9,377,547,971,552
602,9,398,570,972,552
603,10,379,564,976,552
603,9,378,560,973,551
603,10,377,547,968,551
603,10,377,570,971,551
603,10,410,547,968,551
603,10,378,571,974,550
603,10,398,568,972,551
603,10,410,571,973,550
603,10,378,570,973,551
