544,0,475,666,646,564
544,1,475,666,624,564
544,0,466,658,623,564
545,1,475,662,623,564
546,0,480,662,624,564
545,1,481,658,646,564
544,0,467,667,648,564
545,1,481,658,646,564
544,1,476,668,648,564
545,0,467,667,648,564
546,0,467,658,624,564
549,1,481,663,624,564
548,0,481,668,625,564
544,0,469,670,631,563
546,0,469,671,654,564
545,0,477,671,629,564
545,0,469,672,629,564
545,0,469,672,628,564
547,1,469,667,628,562
549,1,470,667,651,563
550,1,470,672,628,562
551,0,479,671,630,562
551,0,479,672,651,562
550,0,479,673,651,561
549,0,470,663,630,562
550,0,484,668,650,561
549,0,485,663,628,561
548,0,479,672,628,562
548,0,481,667,650,562
548,0,485,672,650,562
546,0,475,672,632,561
548,0,472,673,632,561
550,0,482,664,627,562
550,0,485,669,626,562
549,0,485,670,650,562
546,0,471,666,631,562
548,1,486,670,650,563
547,0,485,670,650,562
546,1,477,691,628,563
549,0,487,692,627,563
548,0,480,664,628,564
550,0,479,664,652,563
552,1,487,672,629,563
550,1,488,671,633,562
549,1,489,673,652,562
551,0,472,675,649,561
553,0,486,665,626,561
552,0,472,665,627,562
554,0,472,664,631,562
557,0,487,670,649,563
555,0,481,673,626,563
554,0,481,664,629,563
554,0,473,676,631,563
556,0,487,674,655,563
553,0,487,665,635,562
553,1,487,674,656,563
551,1,482,665,629,562
552,1,483,670,635,562
551,0,482,674,634,561
551,0,488,665,645,561
550,0,473,670,632,561
552,0,487,675,631,562
550,1,487,665,631,561
550,0,488,674,631,561
548,0,474,666,628,561
550,0,483,667,628,561
552,1,474,675,632,561
553,0,484,670,628,561
554,1,488,671,650,561
551,1,489,666,649,561
551,0,474,676,628,560
553,0,489,666,627,561
552,0,484,676,627,560
551,1,475,676,627,561
554,0,475,667,649,561
556,0,475,668,629,561
559,1,475,677,630,561
560,0,475,678,633,561
562,0,475,677,628,561
563,1,475,679,630,560
564,0,475,674,649,560
566,0,490,667,630,560
565,0,491,678,650,561
563,0,490,673,633,560
561,0,491,678,628,560
559,1,490,678,633,561
558,0,476,674,633,560
560,0,490,677,628,560
558,0,491,668,650,560
557,0,486,676,632,560
557,0,476,668,650,561
558,0,477,679,629,559
560,0,486,668,629,560
561,0,486,679,629,560
560,0,477,679,630,560
561,1,492,669,632,560
560,0,492,678,632,561
558,1,492,678,633,560
557,0,486,676,629,560
556,1,491,669,628,560
555,1,491,668,633,561
554,0,477,678,629,560
557,1,477,674,629,560
557,0,487,679,629,560
557,1,477,669,633,560
559,0,492,674,630,560
559,1,492,678,633,560
557,0,493,678,628,560
555,0,478,669,629,560
558,0,487,670,650,560
558,1,478,679,630,560
560,0,494,679,634,560
558,0,493,680,629,561
557,1,493,678,651,560
555,0,479,679,634,559
557,0,494,670,628,560
556,1,494,674,650,560
554,1,488,671,629,560
555,0,494,670,629,559
554,0,488,678,628,559
554,0,493,674,651,559
553,1,494,674,628,559
553,0,489,679,629,559
552,0,494,678,633,560
550,0,489,671,629,560
551,0,494,679,633,560
550,0,489,674,651,560
549,0,494,671,652,559
548,0,494,674,652,559
547,1,480,671,633,559
549,1,495,678,652,558
548,0,495,678,628,559
547,0,495,679,653,558
547,0,494,672,627,559
546,0,489,674,633,559
545,1,480,679,633,559
547,0,495,679,629,558
547,1,495,679,628,559
545,0,495,679,652,559
545,0,490,675,633,559
545,1,481,675,629,559
547,0,495,679,633,559
546,1,496,679,652,559
544,0,491,679,629,558
545,1,495,674,629,559
544,1,491,673,652,558
544,0,496,680,633,559
544,0,496,678,628,558
543,1,497,675,652,558
541,0,491,679,632,558
542,0,496,679,628,558
542,0,497,679,627,558
541,0,496,673,633,558
541,0,497,678,633,558
540,0,482,679,632,558
542,0,482,676,629,557
546,0,492,679,628,558
545,1,491,680,633,557
544,1,497,676,629,557
544,0,497,674,627,558
544,0,482,674,628,558
546,0,498,680,629,558
546,1,498,680,629,557
543,0,497,680,653,558
544,0,483,681,634,557
546,0,498,676,629,557
545,0,483,677,633,558
547,1,498,681,630,557
546,0,498,680,634,558
545,0,498,681,653,558
544,0,499,679,632,558
543,0,498,681,628,558
543,0,493,681,627,558
543,0,493,676,653,557
544,0,499,674,652,558
542,0,499,674,633,558
540,1,498,675,653,558
542,1,499,681,633,558
541,0,498,680,634,557
540,0,499,680,627,558
540,0,499,680,653,557
539,0,498,680,633,557
538,2,493,677,653,557
538,0,494,677,627,557
539,0,499,680,627,557
539,0,495,676,633,557
539,0,484,682,633,557
541,1,494,676,653,557
542,1,485,679,629,557
544,0,485,682,628,557
547,1,501,678,629,557
546,0,501,678,653,557
544,1,501,676,629,557
544,0,501,681,629,557
543,1,501,678,653,557
542,0,494,681,633,557
543,0,486,682,627,557
544,0,495,682,628,557
544,1,495,682,653,557
544,1,500,676,633,557
545,0,495,682,629,557
544,1,486,682,653,558
546,1,486,683,634,556
548,1,501,679,634,556
547,0,495,679,628,556
547,0,501,683,653,556
546,0,495,682,633,557
547,0,486,682,629,556
549,1,486,683,634,556
551,0,487,684,635,556
552,1,502,683,634,556
551,0,487,684,630,556
553,0,502,684,630,556
552,1,501,677,629,557
552,0,502,680,629,556
551,0,502,684,628,557
551,0,502,677,634,556
